subject,subjectLabel,abstract
http://dbpedia.org/resource/Lime_mortar,Kalkmörtel,Kalkmörtel ist als Baustoff eine Mischung aus gelöschtem Kalk und Sand und wird je nach Zusammensetzung in verschiedene Mörtelgruppen (MG) eingeteilt. Dieser Artikel beschäftigt sich vornehmlich mit Luftkalkmörtel. Kalkmörtel mit hydraulischen Anteilen wie Puzzolanen werden auch als Wasserkalkmörtel bezeichnet. Der Abbindeprozess der hydraulischen Bestandteile ist eher dem des Zements vergleichbar. Im Jahr 2016 wurde die traditionelle Herstellung von Kalkmörtel von der deutschen UNESCO-Kommission in das bundesweite Verzeichnis immateriellen Kulturerbes aufgenommen.
http://dbpedia.org/resource/Wrought_iron,Schmiedeeisen,"Schmiedeeisen ist durch Schmieden bearbeiteter Stahl, der durch Schmiede oder Kunstschmiede in Form gebracht wurde. Handwerklich geschmiedete Erzeugnisse wie Beschläge, Brüstungen, Geländer, Glockenkäfige, Grabkreuze, Tore und andere kunsthandwerkliche Gegenstände wie Kerzenständer bestehen häufig aus ornamental gewundenen und durch Hammerschläge verformten Stäben und Eisen-Halbzeugen (Flach-, Rund-, Halbrund- und Vierkanteisen). Manchmal wird damit auch direkt reduziertes Eisen bezeichnet, das vor seiner Verwendung noch geschmiedet (raffiniert) werden muss, um die verbliebene Schlacke auszutreiben."
http://dbpedia.org/resource/Withy,Wiede,"Die Wiede, auch das Wiedel genannt, ist ein verdrehter Zweig aus pflanzlichem Material, aus dem Bänder oder Seile geflochten werden."
http://dbpedia.org/resource/Geopolymer,Geopolymer,Als Geopolymeren werden anorganische Bindemittel (Silikattechnologie) bezeichnet. Geopolymere können unter anderem für die Abdichtung und Reprofilierung von Abwasseranlagen genutzt werden.
http://dbpedia.org/resource/Monel,Monel,"Monel (Werkstoffnummer 2.4360, UNS N 04400, Alloy 400, Nicorros), auch Monelmetall genannt, nach Ambrose Monell († 1921), ist eine Nickel-Kupfer-Legierung."
http://dbpedia.org/resource/Concrete,Beton,"Beton kann nach Herstellungsverfahren, Einbauart und Eigenschaften unterschieden werden. Aufgeführt sind auch Materialien, die lediglich dem Namen nach ein Beton sind, aber nicht unbedingt dem üblichen Verständnis entsprechen, nachdem: 
* Beton ein Größtkorn mit mehr als 4 mm Durchmesser enthält, 
* die Matrix überwiegend aus Zement oder zumindest einem anderen anorganischen und hydraulisch härtendem Bindemittel besteht und 
* Beton in flüssiger Form zur Herstellung massiver bzw. großvolumiger Bauteile eingesetzt wird und selbsttätig erhärtet."
http://dbpedia.org/resource/Concrete,Beton,"Beton (IPA: [beˈtɔŋ], ; [beˈtɔ̃ː], ; österr. und z. T. bayr. [beˈtoːn], ; schweiz. und alem. 1. Silbe betont [ˈbetɔ̃], vom gleichbedeutenden franz. Wort béton,) ist ein Baustoff, der als Dispersion unter Zugabe von Flüssigkeit aus einem Bindemittel und Zuschlagstoffen angemischt wird. Der ausgehärtete Beton wird in manchen Zusammenhängen auch als Kunststein bezeichnet. Normalbeton enthält Zement als Bindemittel und Gesteinskörnung (früher Zuschlag) als Zuschlagstoff. Das Zugabewasser (früher Anmachwasser) leitet den chemischen Abbindevorgang, d. h. die Erhärtung ein. Um die Verarbeitbarkeit und weitere Eigenschaften des Betons zu beeinflussen, werden der Mischung Betonzusatzstoffe und Betonzusatzmittel beigemengt. Das Wasser wird zum größten Teil chemisch gebunden. Die vollständige Trocknung des Gemischs darf daher erst nach der Erhärtung erfolgen. Frischer Beton kann als Zweistoffsystem aus flüssigem Zementleim und festem Zuschlag angesehen werden. Zementleim härtet zu Zementstein. Dieser bildet die Matrix, welche die Gesteinskörnung umgibt. Beton wird heute überwiegend als Verbundwerkstoff in Kombination mit einer zugfesten Bewehrung eingesetzt.Die Verbindung mit Betonstahl oder Spannstahl ergibt Stahlbeton bzw. Spannbeton. Neuere Entwicklungen sind Faserbeton mit Zugabe von Stahl-, Kunststoff- oder Glasfasern, sowie Textilbeton, der Gewirke (Textil) aus alkaliresistentem AR-Glas oder Kohlenstofffasern enthält. Als problematisch gilt bislang der Einfluss der Betonproduktion auf die Umwelt. Die Betonindustrie gehört zu den Hauptverursachern von Treibhausgasen, die die globale Erwärmung bewirken. Die Betonproduktion ist für etwa 6 bis 9 % aller menschengemachten CO2-Emissionen verantwortlich, was dem Drei- bis Vierfachen der Größenordnung des gesamten Luftverkehrs entspricht. Es werden weltweit erhebliche Mengen Wasser, Kies, Zement und Sand für die Herstellung von Beton verbraucht. Das globale Vorkommen an geeignetem Sand wird vor allem durch die Betonherstellung immer knapper."
http://dbpedia.org/resource/Concrete,Liste gebräuchlicher Betone,"Beton kann nach Herstellungsverfahren, Einbauart und Eigenschaften unterschieden werden. Aufgeführt sind auch Materialien, die lediglich dem Namen nach ein Beton sind, aber nicht unbedingt dem üblichen Verständnis entsprechen, nachdem: 
* Beton ein Größtkorn mit mehr als 4 mm Durchmesser enthält, 
* die Matrix überwiegend aus Zement oder zumindest einem anderen anorganischen und hydraulisch härtendem Bindemittel besteht und 
* Beton in flüssiger Form zur Herstellung massiver bzw. großvolumiger Bauteile eingesetzt wird und selbsttätig erhärtet."
http://dbpedia.org/resource/Concrete,Liste gebräuchlicher Betone,"Beton (IPA: [beˈtɔŋ], ; [beˈtɔ̃ː], ; österr. und z. T. bayr. [beˈtoːn], ; schweiz. und alem. 1. Silbe betont [ˈbetɔ̃], vom gleichbedeutenden franz. Wort béton,) ist ein Baustoff, der als Dispersion unter Zugabe von Flüssigkeit aus einem Bindemittel und Zuschlagstoffen angemischt wird. Der ausgehärtete Beton wird in manchen Zusammenhängen auch als Kunststein bezeichnet. Normalbeton enthält Zement als Bindemittel und Gesteinskörnung (früher Zuschlag) als Zuschlagstoff. Das Zugabewasser (früher Anmachwasser) leitet den chemischen Abbindevorgang, d. h. die Erhärtung ein. Um die Verarbeitbarkeit und weitere Eigenschaften des Betons zu beeinflussen, werden der Mischung Betonzusatzstoffe und Betonzusatzmittel beigemengt. Das Wasser wird zum größten Teil chemisch gebunden. Die vollständige Trocknung des Gemischs darf daher erst nach der Erhärtung erfolgen. Frischer Beton kann als Zweistoffsystem aus flüssigem Zementleim und festem Zuschlag angesehen werden. Zementleim härtet zu Zementstein. Dieser bildet die Matrix, welche die Gesteinskörnung umgibt. Beton wird heute überwiegend als Verbundwerkstoff in Kombination mit einer zugfesten Bewehrung eingesetzt.Die Verbindung mit Betonstahl oder Spannstahl ergibt Stahlbeton bzw. Spannbeton. Neuere Entwicklungen sind Faserbeton mit Zugabe von Stahl-, Kunststoff- oder Glasfasern, sowie Textilbeton, der Gewirke (Textil) aus alkaliresistentem AR-Glas oder Kohlenstofffasern enthält. Als problematisch gilt bislang der Einfluss der Betonproduktion auf die Umwelt. Die Betonindustrie gehört zu den Hauptverursachern von Treibhausgasen, die die globale Erwärmung bewirken. Die Betonproduktion ist für etwa 6 bis 9 % aller menschengemachten CO2-Emissionen verantwortlich, was dem Drei- bis Vierfachen der Größenordnung des gesamten Luftverkehrs entspricht. Es werden weltweit erhebliche Mengen Wasser, Kies, Zement und Sand für die Herstellung von Beton verbraucht. Das globale Vorkommen an geeignetem Sand wird vor allem durch die Betonherstellung immer knapper."
http://dbpedia.org/resource/Construction_waste,Bauschutt,"Auf einer Baustelle fällt Bauschutt beim Neu-, Aus- und Umbau, sowie bei der Entkernung und dem Abbruch an. Der Begriff bezeichnet mineralische Abfälle und Baumaterial wie zum Beispiel Beton, Backsteine, Ziegel, Klinkersteine und Mörtelreste, aber auch Fliesen, Keramiken oder Ziegel. Zu den recyclingfähigen Materialien dürfen keinesfalls Erde oder Glas beigemengt werden. In der Abfallentsorgung unterscheidet man zwischen Bauschutt und Baumischabfall. Beide Abfallarten müssen fachgerecht entsorgt werden und gehören nicht in den Hausmüll. Bauschutt und Baumischabfälle zählen laut Abfallverzeichnis-Verordnung zur Hauptkategorie 17, der Bau- und Abbruchabfälle (einschließlich Aushub von verunreinigten Standorten)."
http://dbpedia.org/resource/Corrugated_galvanised_iron,Wellblech,"Als Wellblech bzw. Wellprofil (nach IFBS e.V.) bezeichnet man eine Blechtafel mit wellenförmigem Profil, das Steifigkeit und Tragfähigkeit in Längsrichtung wesentlich verbessert und die Verwendung als Dachdeckung ermöglicht."
http://dbpedia.org/resource/Crushed_stone,Schotter,"Schotter ist zum einen ein Fachbegriff der Geowissenschaften für natürliche, überwiegend geröllführende Lockersedimente und zum anderen ein Fachbegriff des Bauwesens für grobe gebrochene Gesteinskörnungen, im Gegensatz zum ungebrochenen Kies."
http://dbpedia.org/resource/Marmorino,Marmorino,"Marmorino, auch Stucco veneziano ist ein mineralischer Kalkputz für Kalkpresstechniken, besonders zur Herstellung von Stuckmarmor. Auch lassen sich Abbildungen damit realisieren."
http://dbpedia.org/resource/Martensitic_stainless_steel,Rostfreier Stahl,"Nichtrostender Stahl (kurz NiRoSta), rostträger Stahl oder rostfreier Stahl steht für eine Gruppe von korrosions- und säurebeständigen Stahlsorten. Oftmals wird der falsche Begriff „rostfreier Stahl“ für Stähle der Stahlsorte „nichtrostender Stahl“ verwendet. Rostfrei (also frei von Rost) ist jedoch jeder Stahl unmittelbar nach dem Herstellungsprozess (oberhalb einer bestimmten Temperatur, solange Sauerstoff und Wasser noch keinen Oxidationsprozess mit dem Eisen eingehen konnten). Weiterhin wird oft der ungenaue bzw. Oberbegriff „Edelstahl“ verwendet, wobei sich das „Edel“ auch auf andere Eigenschaften wie Reinheit, Säurebeständigkeit, Zugfestigkeit usw. und nicht zwangsläufig auf die Rostträgheit beziehen muss."
http://dbpedia.org/resource/Opus_signinum,Opus signinum,"Opus signinum (lat. für „Werk aus Signia“, Ort in der Region Latium, heute Segni) bezeichnet einen Estrichmörtel zur Herstellung von Fußböden und wasserdichten Wänden, der seit dem 1. Jahrhundert v. Chr. bis ins 2. Jahrhundert n. Chr. in der römischen Baukunst in Verwendung war. Es wird angenommen, dass es sich um ein ähnliches Material handelt, wie es heute in Italien für die als Cocciopesto genannte Technik verwendet wird. Es ist jedoch umstritten, ob ebenso wie bei Cocciopesto auch Ziegelmehl und -splitt beigesetzt wurden. Opus caementicium ist ein ähnlich zusammengesetzter römischer Baustoff aus gröberen Zuschlagstoffen, der wie moderner Beton verarbeitet wurde."
http://dbpedia.org/resource/Cage,Käfig,"Ein Käfig (von lateinisch cavea) ist ein allseitig geschlossenes Behältnis, dessen Seiten mehr oder weniger perforiert sind. Er kann transportabel oder auch als Gebäude ausgeführt sein. Im Gegensatz zum Käfig ist ein Korb nicht allseitig geschlossen. Die Seiten eines Käfigs sind meist nicht nur gerade Flächen, sondern können auch so stark gewölbt sein, dass dieser die Form einer Kugel hat, da oft flexibles Flechtwerk aus unterschiedlichsten Materialien verwendet wird. Bei einem sehr flexiblen Flechtwerk mit schon textilen Eigenschaften ist es kein Käfig mehr, sondern ein Netz."
http://dbpedia.org/resource/Composite_construction,Verbundbau,"Beim Verbundbau oder der Verbundbauweise werden Bauteile aus verschiedenen Materialien durch Verbindungsmittel an einer Verbundfuge formschlüssig miteinander verbunden. Davon zu unterscheiden sind Verbundwerkstoffe, bei denen die verschiedene Materialien in kleinerem Maßstab miteinander verbunden und oft auch ungeordnet miteinander vermengt werden. Die Verbindung basiert nicht unbedingt nur auf Formschluss, sondern oft auch auf Adhäsion. So ist etwa Stahlbeton ein Verbundwerkstoff, bei dem vergleichsweise feingliedrige Bewehrungsstäbe vollständig vom gegossenen Beton als Matrix umschlossen sind. Die gewöhnliche Stahlbetonbauweise würde jedoch nicht als Verbundbauweise bezeichnet, da die miteinander verbundenen Materialien Stahl und Beton beim fertigen Produkt nicht mehr ablesbar sind. Typische Verbundbauweisen sind 
* der Holz-Beton-Verbundbau, bei dem tragende Holzbalken durch spezielle Stahlnägel oder gelochte, eingeklebte Stahlbleche mit einer Betondecke verbunden werden, 
* der Textilverbundbau, auch als Membranbau bezeichnet, bei dem textile Flächengebilde durch Stabtragwerke gehalten (und teilweise auch durch Luft stabilisiert) werden, sowie 
* der Stahlverbundbau bestehend aus Stahlbeton und Stahl, mit dem sich dieser Artikel befasst."
http://dbpedia.org/resource/Felt,Filz,"Filz (verwandt mit mittellateinisch filtrum „Filter“) ist ein textiles Flächengebilde, das aus Schafwolle oder anderem Tierhaar und gegebenenfalls beigemischten Synthesefasern besteht, die durch Filzen oder Walken verfestigt werden. Durch die Struktur der Wollfaser, die Schuppen besitzt, verfilzt Wolle unter Einwirkung von Druck, Schub und Feuchtigkeit. Um die Dichte noch zu erhöhen, kann der Filz anschließend gewalkt werden."
http://dbpedia.org/resource/Furring,Konterlattung,"Die Konterlattung sind senkrecht zu den eigentlichen Lagerhölzern verlegte Latten, um bei Dächern einen bestimmten Abstand zwischen Dachpappe oder Unterspannbahn und Dachdeckung zu erreichen. Auch im Trockenbau und Innenausbau spricht man bei der Unterkonstruktion von abgehängten Decken und Wandverkleidungen von Konterlattung."
http://dbpedia.org/resource/Harling_(wall_finish),Harl (Putz),"Harl ist ein spezieller Rauputz, der traditionell in den westlichen Gebieten Schottlands und Nordenglands als Außenputz verwendet wird. Er weist eine sehr hohe Wetterbeständigkeit auf und ist gut an die klimatisch feuchten Bedingungen in diesen Regionen angepasst. Meist wird er an alleinstehenden Gebäuden oder exponierten Fassadenflächen aufgebracht. Auf Grund seiner großen Oberfläche weisen Harl-verputzte Fassaden hohe Verdunstungsraten auf und vermeiden somit die Rissbildung infolge von Feuchtigkeit. Harl ist ein Kalkputz, in den kleine Kieselsteine eingebracht sind. Zum Verputzen einer Fläche mit Harl wird zunächst eine Schicht auf das Mauerwerk aufgebracht. Mittels einer speziellen Vorrichtung wird dann der Sand auf diese Schicht geworfen, sodass die Steine ein Stück weit in die Putzfläche einsinken und eine Verbindung hergestellt wird. Harl wird in der Regel in einer Schichtdicke von bis zu 2,5 cm aufgebracht. Die Sandsteinchen erzeugen hierbei eine raue Oberfläche, welche nicht nur zierend wirkt, sondern auch die Geschwindigkeit an der Fassade herablaufenden Regens vermindert und somit die Verwitterung reduziert. Außerdem erlaubt er das Ausgleichen von Unregelmäßigkeiten von Bruchsteinwänden. Harl kann vor der Verwendung mit Pigmenten eingefärbt werden. Zur optischen Harmonisierung mit Zierelementen aus rotem Sandstein wird eine schwache Rosafärbung durch Beimengung von Sandsteinstäuben erzeugt, während bräunliche Farben durch Versatz mit Gülle erzielt werden. Insbesondere auf den Hebriden wurde Harl häufig als Außenputz verwendet. So sind beispielsweise alle aus dem 19. Jahrhundert stammenden Gebäude entlang der Hauptstraße von Port Charlotte mit Harl verputzt. Auch an den Fassaden zahlreicher historischer Schlösser, Herrensitze und Landhäuser wurde die Harling-Technik angewandt."
http://dbpedia.org/resource/Hempcrete,Hanfkalk,"Hanfkalk, auch Hanfbeton (englisch Hempcrete), ist ein natürlicher Verbundwerkstoff, der im Wesentlichen aus dem Leichtholz der Hanfpflanze (Cannabis Sativa L.), den Schäben und einem kalkhaltigen Bindemittel besteht. Er wird aufgrund der fehlenden Gesteinskörnung den Agrarbetonen zugeordnet. Hanfkalk wird hauptsächlich als Naturdämmstoff für Wände, Dächer und Böden benutzt und kann außerdem als Dämmputz eingesetzt werden. Durch die offenporige Struktur der Schäben und des Kalks hat dieses Material eine niedrige Wärmeleitfähigkeit und wirkt hygroskopisch. Aufgrund der Kohlenstoffbindung während des Wachstums der Hanfpflanze besitzt der Baustoff eine negative CO2-Bilanz und fungiert somit als CO2-Senke. Hanfkalk kann in Schalungen eingebracht und durch Spritzverfahren aufgetragen werden oder in der Vorfertigung als Stein oder Fertigbauteil hergestellt werden. Der Baustoff ist formstabil und fest, weist jedoch nur geringe Druckfestigkeiten auf und kann für monolithische, mehrgeschossige Massivbauweisen nur in Verbindung mit einem lastabtragenden Ständerwerk eingesetzt werden."
http://dbpedia.org/resource/Housewrap,Unterspannbahn,"Eine Unterspannbahn (USB) ist ein flächiges Bauteil, das bei Steildächern unterhalb der wasserableitenden Dachdeckung angeordnet wird. Sie dient dazu, Flugschnee oder Regen, der vom Wind unter die Eindeckung geblasen wird, nach unten abzuleiten. Sie wird auf die Sparren genagelt und muss beidseitig hinterlüftet werden (primäre Lüftungsebene). Im Gegensatz dazu liegen Dachpappen, Schalungsbahnen und dampfdiffusionsoffene Unterdeckbahnen auf einer Schalungsebene auf (meist in Form einer durchgehenden Bretterschicht). Fassadenbahnen werden an senkrechten Flächen eingesetzt."
http://dbpedia.org/resource/Pavement_(architecture),Pflaster (Bodenbelag),"Als Pflaster (von althochdeutsch pflastar in den Bedeutungen von „Heilpflaster“, „Mörtel“, „Fußboden“, über lateinisch (em)plastrum, Heilpflaster, Wundpflaster, von griechisch émplastron, Eingeknetetes) wird ein Belag für Verkehrsflächen im Landschaftsbau, sowie Straßen- und Wegebau und seltener für Fußböden in Gebäuden bezeichnet. Pflastersteine mit größeren Abmessungen bzw. Platten werden als Gehwegplatten bzw. technisch als Großformate bezeichnet. Wasserdurchlässige Flächenbefestigungen mit Pflastersystemen zählen zu den versickerungsfähigen Verkehrsflächen. Der Pflasterbelag besteht aus den eigentlichen Pflastersteinen, die in einer Pflasterbettung liegen, und der darunter befindlichen Tragschicht, die meistens aus verdichtetem Siebschutt („Mineralbeton“) oder Beton besteht. Pflaster wird aus Naturstein, Beton, Klinker, Holz oder Hochofenschlacke hergestellt. Die Abstände zwischen den Pflasterelementen werden in der Regel mit Fugensand oder Fugenmörtel verfüllt. Sofern die Elemente nicht ohnehin ringsum knirsch aneinander liegen, verhindert das Füllmaterial, dass sich diese bei Schubbelastung verschieben. Der Beruf, der sich mit dem Verlegen von Pflastern aller Art beschäftigt, ist der Pflasterer. Für die Verlegung größerer Flächen wird oft ein Pflasterplan von Tiefbauingenieuren oder Straßenbauermeistern erstellt, der neben der Art und Lage der Pflastersteine auch deren Höhenangaben umfasst, um eine geordnete Entwässerung zu gewährleisten. Schon aus dem Altertum sind gepflasterte Innenräume, Straßen und Plätze von Babyloniern, Ägyptern und besonders aus dem Römischen Reich bekannt. Im Mittelalter ging der Pflasterbau besonders bei den Landstraßen zurück und nahm erst mit der Zunahme des Verkehrs im 19. Jahrhundert wieder zu, bis im 20. Jahrhundert vermehrt Asphaltstraßen gebaut wurden. Heute wird Pflaster zur Befestigung von innerstädtischen Straßen, Geh- und Radwegen, Parkplätzen sowie Flächen mit hohen Ansprüchen an die Gestaltung und an die Aufenthaltsqualität wie beispielsweise Fußgängerzonen oder öffentlichen Plätzen eingesetzt. Ein besonderes Problem der Pflasterbeläge, darunter besonders großformatig angelegter Natursteinpflaster mit breitem Fugenabstand, ist der erhöhte Geräuschpegel, der bei entsprechender Verkehrsbelastung durch motorisierte Fahrzeuge verursacht wird. Dagegen können ökologische Vorteile stehen, weil durch die Fugen Regenwasser versickern kann, diese atmungsaktiver und für das Straßenbegleitgrün vorteilhaft sind. Langfristig ist Pflaster reparatur- und umbaufreundlicher. Somit ist Pflaster in Verkehrsflächen bis einschließlich Belastungsklasse 3,2 sinnvoll zu verwenden. Der Anteil der Pflasterflächen beläuft sich etwa in Deutschland im Bereich von Gemeindestraßen auf nahezu ein Viertel der befestigten Straßendecken. Dabei ist die Verwendung auf privaten Grundstücksflächen nicht berücksichtigt."
