subject,subjectLabel,abstract
http://dbpedia.org/resource/Millwork,Millwork,"Millwork is historically any wood mill produced decorative materials used in building construction. Stock profiled and patterned millwork building components fabricated by milling at a planing mill can usually be installed with minimal alteration. Today, millwork may encompass items that are made using alternatives to wood, including synthetics, plastics, and wood-adhesive composites. Often specified by architects and designers, millwork products are considered a design element within a room or on a building to create a mood or design theme. Millwork products are used in both interior and exterior applications and can serve as either decorative or functional features of a building."
http://dbpedia.org/resource/Melamine_resin,Melamine resin,"Melamine resin or melamine formaldehyde (also shortened to melamine) is a resin with melamine rings terminated with multiple hydroxyl groups derived from formaldehyde. This thermosetting plastic material is made from melamine and formaldehyde. In its butylated form, it is dissolved in n-butanol and xylene. It is then used to cross-link with alkyd, epoxy, acrylic, and polyester resins, used in surface coatings. There are many types, varying from very slow to very fast curing."
http://dbpedia.org/resource/Metal_profiles,Metal profiles,"Metal profile sheet systems are used to build cost efficient and reliable envelopes of mostly commercial buildings. They have evolved from the single skin metal cladding often associated with agricultural buildings to multi-layer systems for industrial and leisure application. As with most construction components, the ability of the cladding to satisfy its functional requirements is dependent on its correct specification and installation. Also important is its interaction with other elements of the building envelope and structure. Metal profile sheets are metal structural members that due to the fact they can have different profiles, with different heights and different thickness, engineers and architects can use them for a variety of buildings, from a simple industrial building to a high demand design building. Trapezoidal profiles are large metal structural members, which, thanks to the profiling and thickness, retain their high load bearing capability. They have been developed from the corrugated profile. The profile programme offered by specific manufacturers covers a total of approximately 60 profile shapes with different heights.Cassettes are components that are mainly used as the inner shell in dual-shell wall constructions. They are mainly used in walls today, even though they were originally designed for use in roofs."
http://dbpedia.org/resource/Metal_roof,Metal roof,"A metal roof is a roofing system made from metal pieces or tiles characterized by its high resistance, impermeability and longevity. It is a component of the building envelope. Zinc, copper and steel alloys are commonly used."
http://dbpedia.org/resource/Monocrete_construction,Monocrete construction,"Monocrete is a building construction method utilising modular bolt-together pre-cast concrete wall panels. Monocrete construction was widely used in the construction of government housing in the 1940s and 1950s in Canberra, Australia. The expansion of the new capital was exceeding the ability of the Government to build houses, so alternative construction methods were investigated. The Canberra monocrete homes are built on brick piers and surrounding brick footing. All of the walls are of monocrete construction including interior ones. They are precast with steel windows and door frames set directly into the concrete. Steel plates in the ceiling space bolt the individual wall panels together. The floor and roof are of normal construction - wood and tile respectively. The gaps between the wall panels are filled with a flexible gap-filling compound and covered with tape on the interior. It has been suggested that the panels tend to move separately to one another, opening up cracks in between them, however there is no evidence to suggest that this is true. It has also been suggested that the houses also tend to be susceptible to condensation build up and mold growth on the inside of the walls yet there also no evidence to suggest that this is true. A similar technique is used in the construction of some modern commercial buildings."
http://dbpedia.org/resource/Alkali–carbonate_reaction,Alkali–carbonate reaction,"The alkali–carbonate reaction is an alteration process first suspected in the 1950s in Canada for the degradation of concrete containing dolomite aggregates. Alkali from the cement might react with the dolomite crystals present in the aggregate inducing the production of brucite, (MgOH)2, and calcite (CaCO3). This mechanism was tentatively proposed by Swenson and Gillott (1964) and may be written as follows: Brucite (Mg(OH)2), could be responsible for the volumetric expansion after de-dolomitisation of the aggregates, due to absorption of water. The alkali–carbonate reaction is also catalyzed by the soluble NaOH produced by the reaction of Na2CO3 with Ca(OH)2 (portlandite) present in the hardened cement paste (HCP), therefore perpetuating the reaction indefinitely as observed by Fournier and Bérubé (2000) and Bérubé et al. (2005). The sum of the two above mentioned reactions leading to the ultimate production of brucite and calcium carbonate can be written as follows: The alkali-carbonate reaction is much less understood than the alkali-silica reaction. Both reactions share in common the continuous regeneration of the sodium hydroxide (NaOH) after the reaction of soluble sodium carbonate or sodium silicate with calcium hydroxide, Ca(OH)2. However, impure dolomitic aggregates also often contain clay impurities, and small amounts of pyrite (FeS2) and organic matter. The alkali-carbonate reaction could therefore also simply hide an alkali-silica or an alkali-silicate reaction. Anyway a chemical coupling between ACR and ASR cannot be ruled out."
http://dbpedia.org/resource/Anthropic_rock,Anthropic rock,"Anthropic rock is rock that is made, modified and moved by humans. Concrete is the most widely known example of this. The new category has been proposed to recognise that man-made rocks are likely to last for long periods of Earth's future geological time, and will be important in humanity's long-term future."
http://dbpedia.org/resource/Architectural_ironmongery,Architectural ironmongery,"Architectural ironmongery or architectural hardware is a term used for the manufacture and wholesale distribution of items made from iron, steel, brass, aluminium or other metals, including plastics, for use in all types of buildings. Architectural ironmongery includes door handles, closers, locks, cylinder pulls and hinges (door furniture), window fittings, cupboard fittings, iron railings, handrails, balustrades, switches and sockets. The term is sometimes used to distinguish between these items and retail of consumer goods sold in ironmongers' shops or hardware stores."
http://dbpedia.org/resource/Architectural_metals,Architectural metals,"Metals used for architectural purposes include lead, for water pipes, roofing, and windows; tin, formed into tinplate; zinc, copper and aluminium, in a range of applications including roofing and decoration; and iron, which has structural and other uses in the form of cast iron or wrought iron, or made into steel. Metal alloys used in building include bronze (mainly copper and tin); brass (copper and zinc); monel metal and nickel silver, mainly consisting of nickel and copper; and stainless steel, with important components of nickel and chromium."
http://dbpedia.org/resource/Permeable_paving,Permeable paving,"Permeable paving surfaces are made of either a porous material that enables stormwater to flow through it or nonporous blocks spaced so that water can flow between the gaps. Permeable paving can also include a variety of surfacing techniques for roads, parking lots, and pedestrian walkways. Permeable pavement surfaces may be composed of; pervious concrete, porous asphalt, paving stones, or interlocking pavers. Unlike traditional impervious paving materials such as concrete and asphalt, permeable paving systems allow stormwater to percolate and infiltrate through the pavement and into the aggregate layers and/or soil below. In addition to reducing surface runoff, permeable paving systems can trap suspended solids, thereby filtering pollutants from stormwater. Permeable pavement is commonly used on roads, paths and parking lots subject to light vehicular traffic, such as cycle-paths, service or emergency access lanes, road and airport shoulders, and residential sidewalks and driveways."
http://dbpedia.org/resource/Deconstruction_(building),Deconstruction (building),"In the context of physical construction, deconstruction is the selective dismantlement of building components, specifically for reuse, repurposing, recycling, and waste management. It differs from demolition where a site is cleared of its building by the most expedient means. Deconstruction has also been defined as ""construction in reverse"". Deconstruction requires a substantially higher degree of hands-on labor than does traditional demolition, but as such provides a viable platform for unskilled or unemployed workers to receive job skills training. The process of dismantling structures is an ancient activity that has been revived by the growing fields of sustainable and green building. When buildings reach the end of their useful life, they are typically demolished and hauled to landfills. Building implosions or ‘wrecking-ball’ style demolitions are relatively inexpensive and offer a quick method of clearing sites for new structures. On the other hand, these methods create substantial amounts of waste. Components within old buildings may still be valuable, sometimes more valuable than at the time the building was constructed. Deconstruction is a method of harvesting what is commonly considered “waste” and reclaiming it into useful building material. Most modern buildings are difficult to perform deconstruction due to the designs of such buildings."
http://dbpedia.org/resource/Donnybrook_stone,Donnybrook stone,"Donnybrook stone is a fine to medium-grained feldspathic and kaolinitic sandstone found near the town of Donnybrook, Western Australia. It originates from the early Cretaceous (144-132 MYA) and features shale partings and colour variations which range from white to beige and pink. Donnybrook stone is used as dimension stone in the building industry and is both a commercial name as well as a stratigraphic name. Many public and private buildings in Western Australia feature Donnybrook stone. These include the facade and portico to the Parliament House building in West Perth, the General Post Office in Perth, the entry portal to the Fremantle Railway Station and the Police Courts building in Beaufort Street, Perth, the latter of which is constructed entirely of Donnybrook stone."
http://dbpedia.org/resource/Insulated_siding,Insulated siding,"Insulated siding is home siding that includes rigid foam insulation, fused behind the exterior surface of the wall, for the purpose of reducing energy consumption, increasing the insulation value of the wall system and improving the stability and appearance of the siding. Currently, insulated siding is commercially available as a type of vinyl siding."
http://dbpedia.org/resource/Insulating_concrete_form,Insulating concrete form,"Insulating concrete form or insulated concrete form (ICF) is a system of formwork for reinforced concrete usually made with a rigid thermal insulation that stays in place as a permanent interior and exterior substrate for walls, floors, and roofs. The forms are interlocking modular units that are dry-stacked (without mortar) and filled with concrete. The units lock together somewhat like Lego bricks and create a form for the structural walls or floors of a building. ICF construction has become commonplace for both low rise commercial and high performance residential construction as more stringent energy efficiency and natural disaster resistant building codes are adopted."
http://dbpedia.org/resource/Lime_(material),Lime (material),"Lime is a calcium-containing inorganic material composed primarily of oxides and hydroxide, usually calcium oxide and/or calcium hydroxide. It is also the name for calcium oxide which occurs as a product of coal-seam fires and in altered limestone xenoliths in volcanic ejecta. The International Mineralogical Association recognizes lime as a mineral with the chemical formula of CaO. The word lime originates with its earliest use as building mortar and has the sense of sticking or adhering. These materials are still used in large quantities as building and engineering materials (including limestone products, cement, concrete, and mortar), as chemical feedstocks, and for sugar refining, among other uses. Lime industries and the use of many of the resulting products date from prehistoric times in both the Old World and the New World. Lime is used extensively for wastewater treatment with ferrous sulfate. The rocks and minerals from which these materials are derived, typically limestone or chalk, are composed primarily of calcium carbonate. They may be cut, crushed, or pulverized and chemically altered. Burning (calcination) of calcium carbonate in a lime kiln above 900 °C (1,650 °F) converts it into the highly caustic material burnt lime, unslaked lime or quicklime (calcium oxide) and, through subsequent addition of water, into the less caustic (but still strongly alkaline) slaked lime or hydrated lime (calcium hydroxide, Ca(OH)2), the process of which is called slaking of lime. When the term is encountered in an agricultural context, it usually refers to agricultural lime, which today is usually crushed limestone, not a product of a lime kiln. Otherwise it most commonly means slaked lime, as the more dangerous form is usually described more specifically as quicklime or burnt lime."
http://dbpedia.org/resource/Lime_mortar,Lime mortar,"Lime mortar or torching is composed of lime and an aggregate such as sand, mixed with water. The ancient Egyptians were the first to use lime mortars, which they used to plaster their temples. In addition, the Egyptians also incorporated various limes into their religious temples as well as their homes. Indian traditional structures built with lime mortar, which are more than 4,000 years old like Mohenjo-daro is still a heritage monument of Indus valley civilization in Pakistan. It is one of the oldest known types of mortar also used in ancient Rome and Greece, when it largely replaced the clay and gypsum mortars common to ancient Egyptian construction. With the introduction of Portland cement during the 19th century, the use of lime mortar in new constructions gradually declined. This was largely due to the ease of use of Portland cement, its quick setting, and high compressive strength. However, the soft and porous properties of lime mortar provide certain advantages when working with softer building materials such as natural stone and terracotta. For this reason, while Portland cement continues to be commonly used in new brick and concrete construction, in the repair and restoration of brick and stone-built structures originally built using lime mortar, the use of Portland cement is not recommended. Despite its enduring utility over many centuries, lime mortar's effectiveness as a building material has not been well understood; time-honoured practices were based on tradition, folklore and trade knowledge, vindicated by the vast number of old buildings that remain standing. Only during the last few decades has empirical testing provided a scientific understanding of its remarkable durability. Both professionals and do-it-yourself home owners can purchase lime putty mortar (and have their historical mortar matched for both color and content) by companies that specialize in historical preservation and sell pre-mixed mortar in small batches."
http://dbpedia.org/resource/Lime_plaster,Lime plaster,"Lime plaster is a type of plaster composed of sand, water, and lime, usually non-hydraulic hydrated lime (also known as slaked lime, high calcium lime or air lime). Ancient lime plaster often contained horse hair for reinforcement and pozzolan additives to reduce the working time. Traditional non-hydraulic hydrated lime only sets through carbonatation when the plaster is kept moist and access of CO2 from the air is possible. It will not set when submersed in water. When a very thick layer or several layers are applied, the lime can remain soft for weeks. The curing time of lime plaster can be shortened by using (natural) hydraulic lime or adding pozzolan additives, transforming it into artificially hydraulic lime. In ancient times, Roman lime plaster incorporated pozzolanic volcanic ash; in modern times, fly ash is preferred. Non-hydraulic lime plaster can also be made to set faster by adding gypsum. Lime production for use in plastering home-made cisterns (in making them impermeable) was especially important in countries where rain-fall was scarce in summer. This enabled them to collect the winter run-off of rain water and to have it stored for later use, whether for personal or agricultural needs."
http://dbpedia.org/resource/Lime_render,Lime render,"Lime render is the first coat of lime ""plaster or the like"" applied to the external surfaces of traditionally-built stone or brick buildings. It allows the building to 'breathe' – as lime is porous, it allows for the collection and evaporation of moisture. Portland cement in contrast, an often applied render for stone or brick buildings, traps moisture behind the stonework, which can result in the erosion of the masonry. A lime render may be covered by a lime wash."
http://dbpedia.org/resource/Limepit,Limepit,"A limepit is either a place where limestone is quarried, or a man-made pit used to burn lime stones in the same way that modern-day kilns and furnaces constructed of brick are now used above ground for the calcination of limestone (calcium carbonate) and by which quicklime (calcium oxide) is produced, an essential component in waterproofing and in wall plastering (plaster skim)."
http://dbpedia.org/resource/Wrought_iron,Wrought iron,"Wrought iron is an iron alloy with a very low carbon content (less than 0.08%) in contrast to that of cast iron (2.1% to 4%). It is a semi-fused mass of iron with fibrous slag inclusions (up to 2% by weight), which give it a wood-like ""grain"" that is visible when it is etched, rusted, or bent to failure. Wrought iron is tough, malleable, ductile, corrosion resistant, and easily forge welded, but is more difficult to weld electrically. Before the development of effective methods of steelmaking and the availability of large quantities of steel, wrought iron was the most common form of malleable iron. It was given the name wrought because it was hammered, rolled, or otherwise worked while hot enough to expel molten slag. The modern functional equivalent of wrought iron is mild steel, also called low-carbon steel. Neither wrought iron nor mild steel contain enough carbon to be hardenable by heating and quenching. Wrought iron is highly refined, with a small amount of silicate slag forged out into fibres. It comprises around 99.4% iron by mass. The presence of slag can be beneficial for blacksmithing operations, such as forge welding, since the silicate inclusions act as a flux and give the material its unique, fibrous structure. The silicate filaments in the slag also protect the iron from corrosion and diminish the effect of fatigue caused by shock and vibration. Historically, a modest amount of wrought iron was refined into steel, which was used mainly to produce swords, cutlery, chisels, axes, and other edged tools, as well as springs and files. The demand for wrought iron reached its peak in the 1860s, being in high demand for ironclad warships and railway use. However, as properties such as brittleness of mild steel improved with better ferrous metallurgy and as steel became less costly to make thanks to the Bessemer process and the Siemens-Martin process, the use of wrought iron declined. Many items, before they came to be made of mild steel, were produced from wrought iron, including rivets, nails, wire, chains, rails, railway couplings, water and steam pipes, nuts, bolts, horseshoes, handrails, wagon tires, straps for timber roof trusses, and ornamental ironwork, among many other things. Wrought iron is no longer produced on a commercial scale. Many products described as wrought iron, such as guard rails, garden furniture, and gates are made of mild steel. They retain that description, because they are made to resemble objects which in the past were wrought (worked) by hand by a blacksmith (although many decorative iron objects, including fences and gates, were often cast rather than wrought)."
http://dbpedia.org/resource/Withy,Withy,"A withy or withe (also willow and osier) is a strong flexible willow stem, typically used in thatching, basketmaking, gardening and for constructing woven wattle hurdles. The term is also used to refer to any type of flexible rod of natural wood used in rural crafts such as hazel or ash created through coppicing or pollarding. Several species and hybrid cultivars of willows (often known as osiers) are grown for withy production; typical species include Salix acutifolia, Salix daphnoides, , Salix purpurea, Salix triandra, and Salix viminalis. Places such as Wythenshawe and Withy Grove (both in Manchester) take their names from the willow woods and groves that grew there in earlier times. The Somerset Levels remain the only area in the UK growing basket willow commercially."
http://dbpedia.org/resource/Geofoam,Geofoam,"Geofoam is expanded polystyrene (EPS) or extruded polystyrene (XPS) manufactured into large lightweight blocks. The blocks vary in size but are often 2 m × 0.75 m × 0.75 m (6.6 ft × 2.5 ft × 2.5 ft). The primary function of geofoam is to provide a lightweight void fill below a highway, bridge approach, embankment or parking lot. EPS Geofoam minimizes settlement on underground utilities. Geofoam is also used in much broader applications, including lightweight fill, green roof fill, compressible inclusions, thermal insulation, and (when appropriately formed) drainage. Geofoam shares principles with geocombs (previously called ultralight cellular structures) which has been defined as ""any manufactured material created by an extrusion process that results in a final product that consists of numerous open-ended tubes that are glued, bonded, fused or otherwise bundled together."" The cross-sectional geometry of an individual tube typically has a simple geometric shape (circle, ellipse, hexagon, octagon, etc.) and is on the order of 25 mm (0.98 in) across. The overall cross-section of the assemblage of bundled tubes resembles a honeycomb that gives it its name. Presently, only rigid polymers (polypropylene and PVC) have been used as geocomb material."
http://dbpedia.org/resource/Geomembrane,Geomembrane,"A geomembrane is very low permeability synthetic membrane liner or barrier used with any geotechnical engineering related material so as to control fluid (liquid or gas) migration in a human-made project, structure, or system. Geomembranes are made from relatively thin continuous polymeric sheets, but they can also be made from the impregnation of geotextiles with asphalt, elastomer or polymer sprays, or as multilayered bitumen geocomposites. Continuous polymer sheet geomembranes are, by far, the most common."
http://dbpedia.org/resource/Geopolymer,Geopolymer,"Geopolymers are inorganic, typically ceramic, alumino-silicate forming long-range, covalently bonded, non-crystalline (amorphous) networks. Obsidian (volcanic glass) fragments are a component of some geopolymer blends. Commercially produced geopolymers may be used for fire- and heat-resistant coatings and adhesives, medicinal applications, high-temperature ceramics, new binders for fire-resistant fiber composites, toxic and radioactive waste encapsulation and new cements for concrete. The properties and uses of geopolymers are being explored in many scientific and industrial disciplines: modern inorganic chemistry, physical chemistry, colloid chemistry, mineralogy, geology, and in other types of engineering process technologies. The field of geopolymers is a part of polymer science, chemistry and technology that forms one of the major areas of materials science. Polymers are either organic material, i.e. carbon-based, or inorganic polymer, for example silicon-based. The organic polymers comprise the classes of natural polymers (rubber, cellulose), synthetic organic polymers (textile fibers, plastics, films, elastomers, etc.) and natural biopolymers (biology, medicine, pharmacy). Raw materials used in the synthesis of silicon-based polymers are mainly rock-forming minerals of geological origin, hence the name: geopolymer. Joseph Davidovits coined the term in 1978 and created the non profit French scientific institution (Association Loi 1901) Institut Géopolymère (Geopolymer Institute). According to T.F. Yen geopolymers can be classified into two major groups: pure inorganic geopolymers and organic containing geopolymers, synthetic analogues of naturally occurring macromolecules. In the following presentation, a geopolymer is essentially a mineral chemical compound or mixture of compounds consisting of repeating units, for example silico-oxide (-Si-O-Si-O-), silico-aluminate (-Si-O-Al-O-), ferro-silico-aluminate (-Fe-O-Si-O-Al-O-) or alumino-phosphate (-Al-O-P-O-), created through a process of geopolymerization. This mineral synthesis (geosynthesis) was first presented at an IUPAC symposium in 1976. The microstructure of geopolymers is essentially temperature dependent: it is X-ray amorphous at room temperature, but evolves into a crystalline matrix at temperatures above 500 °C. One can distinguish between two synthesis routes: in alkaline media (Na+, K+, Li+, Ca2+, Cs+ and the like); orin acidic media with phosphoric acid, organic carboxylic acids from plant extracts (acetic, citric, oxalic, and humic acids). In the beginning of 2000s the alkaline route was the most important in terms of research and development and commercial applications and is described below. The acidic route is discussed elsewhere."
http://dbpedia.org/resource/Geopolymer_cement,Geopolymer cement,"Geopolymer cement is a binding system that hardens at room temperature. It is a more environmentally friendly alternative to conventional Portland cement. It relies on minimally processed natural materials or industrial byproducts to significantly reduce the carbon footprint of cement production, while also being highly resistant to many common concrete durability issues. Geopolymer cements exist which may cure more rapidly than Portland-based cements."
http://dbpedia.org/resource/Orangeburg_pipe,Orangeburg pipe,"Orangeburg pipe (also known as ""fiber conduit"", ""bituminous fiber pipe"" or ""Bermico"") is bituminized fiber pipe made from layers of ground wood pulp fibers compressed with and bound by a water resistant adhesive then impregnated with liquefied coal tar pitch. It was used from the 1860s through the 1970s, when it was replaced by PVC pipe for water supply and ABS pipe for drain-waste-vent (DWV) applications. The name comes from Orangeburg, New York, the town in which most Orangeburg pipe was manufactured, largely by the Fiber Conduit Company. It changed its name to the Orangeburg Manufacturing Company in 1948."
http://dbpedia.org/resource/Monel,Monel,"Monel is a group of alloys of nickel (from 52 to 67%) and copper, with small amounts of iron, manganese, carbon, and silicon. Monel is not a cupronickel alloy because it has less than 60% copper. Stronger than pure nickel, Monel alloys are resistant to corrosion by many aggressive agents, including rapidly flowing seawater. They can be fabricated readily by hot- and cold-working, machining, and welding. Monel was created in 1905 by Robert Crooks Stanley, who at the time worked at the International Nickel Company (Inco). Monel alloy 400 is a binary alloy of the same proportions of nickel and copper as is found naturally in the meteoritic nickel ore from the Sudbury (Ontario) mines and is therefore considered a . Monel was named after company president Ambrose Monell, and patented in 1906. One L was dropped, because family names were not allowed as trademarks at that time. The trademark was registered in May 1921, and the name is now a trademark of Special Metals Corporation. As an expensive alloy, its use is limited to those applications where it cannot be replaced with cheaper alternatives. For example, in 2015 Monel piping was three times more expensive than the equivalent piping made from carbon steel."
http://dbpedia.org/resource/Rice-hull_bagwall_construction,Rice-hull bagwall construction,"Rice-hull bagwall construction is a system of building, with results aesthetically similar to the use of earthbag or cob construction. Woven polypropylene bags (or tubes) are tightly filled with raw rice-hulls, and these are stacked up, layer upon layer, with strands of four-pronged barbed wire between. A surrounding ""cage"" composed of mats of welded or woven steel mesh (remesh or ""poultry wire"") on both sides (wired together between bag layers with, for example, rebar tie-wire) and then stuccoed, to form building walls. Advantages (compared to earth-bag or cob) include less weight to handle/process, far better insulation values (around 3 - 4 per inch), use of an agricultural-waste product, and the sequestration of CO2. This building approach was originally innovated and tested by Don Stephens, in the northwestern U.S. in 2005."
http://dbpedia.org/resource/Qadad,Qadad,"Qadad (Arabic: قضاض qaḍāḍ) or qudad is a waterproof plaster surface, made of a lime plaster treated with slaked lime and oils and fats. The technique is over a thousand years old, with the remains of this early plaster still seen on the standing sluices of the ancient Marib Dam. Volcanic ash, pumice, scoria (Arabic: شاش), in the Yemeni dialect, or other crushed volcanic aggregate are often used as pozzolanic agents, reminiscent of ancient Roman lime plaster which incorporated pozzolanic volcanic ash. Due to the slowness of some of the chemical reactions, qadad mortar can take over a hundred days to prepare, from quarrying of raw materials to the beginning of application to the building. It can also take over a year to set fully. In 2004, a documentary film Qudad, Re-inventing a Tradition was made by the filmmaker . It documents the restoration of the Amiriya Complex, which was awarded the Aga Khan Award for Architecture in 2007."
http://dbpedia.org/resource/Quadruple_glazing,Quadruple glazing,"Quadruple glazing (quadruple-pane insulating glazing) is a type of insulated glazing comprising four glass panes, commonly equipped with low emissivity coating and insulating gases in the cavities between the glass panes. Quadruple glazing is a subset of multipane (multilayer) glazing systems. Multipane glazing with up to six panes is commercially available. Multipane glazing improves thermal comfort (by reducing downdraft convection currents adjacent to the windowpane), and it can reduce greenhouse gas emissions by minimising heating and cooling demand. Different administrative districts (country/state/city etc) mandate different energy-efficiency standards. Quadruple glazing may be required to achieve the desired energy efficiency levels in arctic regions, or to allow for higher glazing ratios in curtain walling without increasing winter heat loss. Quadruple glazing allows building glazing elements to be designed without modulated external sun-shading, given that the low thermal transmittance of having four or more glazing layers enables solar gain to be adequately managed directly by the window glazing itself. In Nordic countries, some existing buildings with triple glazing are being upgraded to glazing with four or more layers."
http://dbpedia.org/resource/QuietRock,QuietRock,"QuietRock is a brand of constrained-layer damped gypsum panels manufactured in Newark, California, by . QuietRock was developed in 2003 by Kevin Surace and Brandon D. Tinianov, the first sound-reducing gypsum wallboard panel for use in the building construction industry. QuietRock panels are engineered to increase sound transmission loss (STL) performance and, consequently, the Sound Transmission Class (STC) rating for building partitions (both walls and ceilings) using sound and vibration theory."
http://dbpedia.org/resource/Quarry-faced_stone,Quarry-faced stone,"Quarry-faced stone is stone with a rough, unpolished surface, straight from the quarry."
